,NIC,2022-11-09,2022-11-10,2022-11-11,2022-11-12,2022-11-13,2022-11-14,2022-11-15,2022-11-16,2022-11-17,2022-11-18,2022-11-19,2022-11-20,2022-11-21,2022-11-22,2022-11-23,2022-11-26,2022-11-27,2022-11-28,2022-11-29,2022-11-30,2022-12-01,2022-12-02,2022-12-03,2022-12-04,2022-12-10,2022-12-11,2022-12-12,2022-12-13,2022-12-14,2022-12-15,2022-12-16,2022-12-17,2022-12-18,2022-12-20,2022-12-21,2022-12-22,2023-01-03,2023-01-04,2023-01-05,2023-01-06,2023-01-07,2023-01-08,2023-01-09,2023-01-10,2023-01-11,2023-01-12,2023-01-13,2023-01-14,2023-01-15,2023-01-16,2023-01-17,2023-01-18,2023-01-19,2023-01-21,2023-01-22,2023-01-23,2023-01-24,2023-01-25,2023-02-08
26,606566809,257331.505,257397.28,257461.2,257529.19,257597.56,257648.94,257706.765,257773.08,257836.70500000002,257918.31999999998,258009.055,258080.79,258140.97000000003,258210.33500000002,258269.7,0,0,258583.00499999998,258609.34,258644.115,258678.39500000002,258739.65999999997,258802.66499999998,258875.555,259274.67500000002,259353.065,259432.52,259520.84499999997,259590.89,259665.52500000002,259750.55,259806.925,259887.125,260051.19999999998,260138.79499999998,260228.365,261104.4,261193.46,261253.83000000002,261321.515,261388.64,261451.96500000003,261510.15999999997,261570.465,261610.825,261675.025,261741.73,261811.635,261881.005,261940.36500000002,262007.98500000002,262072.64500000002,262141.59500000003,262281.605,262352.065,262410.865,262477.645,262547.99,263533.315
27,606567686,467033.27,467189.89,467334.29,467491.32999999996,467646.8,467790.98,467936.79,468094.61,468253.86000000004,468407.98000000004,468576.68,468744.64999999997,468896.39999999997,469067.94999999995,469226.72000000003,0,0,470107.62,470263.02,470410.28,470561.24,470716.25,470904.36,471068.51999999996,471987.84,472177.98,472344.99999999994,472513.51,472674.22000000003,472855.92000000004,473033.83,473214.62,473396.77,473755.02,473945.61000000004,474153.33,475771.44,475922.13,476075.80000000005,476233.57,476395.47,476546.77999999997,476683.7,476828.92,476925.00999999995,477074.43,477224.76,477385.64,477545.84,477684.77,477840.42,477991.87,478145.02,478451.23,478606.14,478742.33999999997,478890.4,479046.76,481357.9
28,606568463,99797.53125,99797.5625,99797.5925,99797.62625,99797.66,99797.68875,99797.7225,99797.755,99797.78125,99797.82125000001,99797.86249999999,99797.89875,99797.935,99797.96875,99797.99875,0,0,99798.17125,99798.3175,99798.47375,99798.545,99798.71,99798.85,99798.97625,99799.67874999999,99799.77125,99799.82250000001,99799.89375,99800.265,99800.37125,99800.53375,99800.64249999999,99800.8825,99804.17499999999,99804.79000000001,99805.315,99810.505,99810.54625,99810.61875,99810.6525,99810.69,99810.72125,99810.75375,99810.79,99810.81125,99810.8425,99810.8775,99810.91125,99810.9475,99810.98125000001,99811.015,99811.04999999999,99811.08499999999,99811.155,99811.19125,99811.2275,99811.26,99811.29625000001,99811.82
29,606569240,54565.028125,54581.765,54596.235625,54614.264375,54633.13375,54649.15375,54663.418125000004,54679.984375,54695.97374999999,54714.446875,54732.30562500001,54754.223125,54768.33750000001,54784.13374999999,54799.255000000005,54856.5325,54878.238750000004,54891.9125,54906.365,54919.589374999996,54932.620624999996,54949.07875,54970.408125,54987.958750000005,55089.74124999999,55105.670625,55121.168750000004,55139.861875,55156.16499999999,55171.485,55187.66625,55210.219999999994,55230.26625,55261.763125000005,55283.72875,55305.829375,55514.38875,55527.208125000005,55543.64375,55558.735625,55573.983125,55584.919375000005,55588.321874999994,55597.48875,55606.15375,55620.118125,55632.635625,55647.16875,55664.918750000004,55678.09625,55690.981875,55706.802500000005,55720.458125,55749.083125000005,55764.549999999996,55776.5125,55791.85124999999,55804.845625,56021.6575
30,606570086,120572.23250000001,120587.10999999999,120601.63875,120618.75,120638.026875,120652.210625,120667.380625,120684.47812500001,120699.62875,120716.515,120735.94812500001,120754.766875,120771.42562499999,120788.50625,120807.765,120866.485625,120895.34812499999,120913.454375,120927.269375,120942.638125,120957.6725,120976.795,120995.26875000002,121014.87,121120.30125,121139.125,121162.883125,121178.75437499999,121196.17874999999,121215.85187500001,121238.13249999999,121263.02437500001,121289.16625000001,121333.3075,121360.85187500001,121391.05375,121708.916875,121729.08374999999,121751.85375,121774.37,121797.43125000001,121818.351875,121841.153125,121862.05812500001,121873.28125000001,121890.89624999999,121911.42,121929.6625,121948.1825,121964.290625,121980.856875,121999.816875,122016.67375,122049.23,122063.6225,122081.83312499999,122097.30750000001,122113.28375,122381.31
31,606571863,286493.395,286548.14,286608.93,286653.82,286709.22,286761.92000000004,286814.98000000004,286868.8,286922.98,286978.87,287031.36,287088.56,287092.39999999997,287102.24,287114.53500000003,287123.82999999996,287123.83999999997,287123.83999999997,287124.38,287124.73,287125.4,287125.4,287125.4,287125.53,287125.57,287125.57,287125.57,287125.57,287125.57,287125.57,287125.57,287125.57,287125.57,287127.45,287127.45,287127.45,287127.465,287127.465,287127.465,287127.465,287127.465,287127.465,287127.465,287127.47000000003,287127.47000000003,287127.47000000003,287127.47000000003,287127.47000000003,287127.47000000003,287127.47000000003,287127.47000000003,287127.47000000003,287127.47000000003,287127.47000000003,287127.47000000003,287127.47000000003,287127.47000000003,287127.47000000003,287127.47000000003
32,606572640,4646.206875,4646.793125,4649.560625,4651.868750000001,4654.364374999999,4656.438125,4658.560624999999,4661.133749999999,4663.669375,4666.1675,4668.83125,4671.553124999999,4673.938125000001,4676.555625,4679.21875,4687.204374999999,4689.8425,4691.702499999999,4694.390625,4697.061874999999,4699.770624999999,4702.519375,4705.30875,4708.198125,4723.393125,4726.11875,4728.626249999999,4731.135625,4733.720625,4736.3025,4738.894375,4741.733749999999,4744.702499999999,4749.9974999999995,4752.845625,4755.68125,4786.5675,4789.30875,4792.0175,4794.729375,4797.563125,4800.213125,4802.675,4805.28625,4806.921875000001,4809.67875,4812.06875,4814.829375,4817.750625,4820.12625,4822.771250000001,4825.44625,4828.096875,4833.539375,4836.399375,4838.788125,4841.52625,4844.2456250000005,4881.376875
33,606573427,69901.20499999999,69912.88875,69926.46625,69947.5325,69970.24250000001,69990.96625,70012.34875,70029.54625,70042.90375,70061.54000000001,70086.52249999999,70117.7875,70140.80374999999,70161.52249999999,70185.75,0,0,70295.2875,70315.51999999999,70336.46375000001,70352.1425,70376.98625,70402.34,70430.95999999999,70557.09125,70580.8125,70613.66625,70633.36,70662.1725,70689.82375,70725.13625000001,70762.05875,70795.40875,70854.84375,70886.96875,70926.87875,71295.33625,71316.11,71334.58625,71356.56125,71380.6875,71397.48,71408.83375,71424.19625000001,71427.84625,71433.9725,71439.805,71454.89,71473.32875,71478.69125,71496.60124999999,71515.49625,71535.715,71562.53375,71580.99250000001,71590.98625,71605.72750000001,71616.9325,71956.4575
34,606574204,206711.62,206775.435,206835.18,206898.66499999998,206967.28,207020.865,207073.92,207144.34,207213.51,207285.81,207358.15,207429.365,207483.31,207553.88999999998,207645.215,0,0,207947.495,208009.665,208067.135,208129.35,208194.465,208260.81499999997,208325.31,208643.605,208707.71000000002,208759.265,208819.525,208876.50499999998,208935.72,208997.22999999998,209049.59499999997,209108.515,209231.935,209296.1,209371.21000000002,210126.48,210184.06,210247.84,210311.96000000002,210379.01,210439.7,210492.315,210554.54,210588.65,210652.78000000003,210714.99,210787.40000000002,210843.75,210894.065,210954.325,211015.06500000003,211083.20500000002,211204.01,211266.275,211325.265,211384.09999999998,211451.01,212382.675
35,606575991,83793.89000000001,83814.16125,83832.2575,83852.90625,83875.81625,83896.78874999999,83920.3175,83945.70125000001,83970.11499999999,83993.59625,84016.16125,84039.38,84061.95125000001,84087.425,84105.58875,0,0,84212.2075,84234.24375,84253.23000000001,84272.75375,84296.05,84314.235,84337.6925,84451.72375,84469.3375,84472.26375000001,84494.83375,84517.14374999999,84540.97375,84565.1725,84588.94375,84614.6325,84651.33375,84674.80625,84696.14749999999,84931.80750000001,84951.91500000001,84974.18875,84996.1875,85015.24625,85026.73375,85040.19625000001,85049.625,85059.49375,85076.93375,85089.49250000001,85107.13,85120.40875,85138.8525,85162.90875,85183.67125,85203.875,85241.1875,85262.37,85285.75625,85304.71875,85329.6675,85670.925
36,606576778,120264.08000000002,120315.5275,120360.04000000001,120407.11750000002,120456.3275,120499.51749999999,120540.58,120586.17249999999,120630.04000000001,120675.26000000001,120723.1525,120772.70249999998,120816.86249999999,120861.74250000001,120904.0575,0,0,121156.235,121199.7075,121243.675,121289.1575,121335.61249999999,121383.3125,121432.71500000001,121701.865,121750.52500000002,121797.04499999998,121851.765,121900.7425,121950.82500000001,122007.545,122062.88,122120.41750000001,122226.99250000001,122284.545,122345.765,122925.9975,122970.2075,123015.33249999999,123060.4475,123107.26499999998,123148.42,123188.51,123232.04500000001,123257.5675,123301.29999999999,123344.4425,123386.995,123433.5575,123474.1825,123516.66,123557.8925,123602.23249999998,123697.815,123743.1825,123783.8525,123827.91,123874.0275,124501.5675
37,606577555,50319.21625,50328.664375,50335.693125000005,50351.4225,50364.906875,50384.208125,50404.863124999996,50435.261249999996,50441.694375,50452.585,50463.91375000001,50479.119374999995,50499.254375,50506.135,50516.958750000005,0,0,50569.618125,50578.53,50588.536250000005,50594.708125000005,50602.471875,50610.880625,50626.759999999995,50700.856875000005,50715.795,50728.8225,50736.06625,50750.145,50757.728124999994,50770.75125,50780.681875,50790.458125,50804.715000000004,50815.16,50821.160625,50860.285,50864.376249999994,50868.228125,50871.69437500001,50876.105625,50879.96,50884.58125,50888.36624999999,50890.821874999994,50895.70625,50900.615625,50906.465625000004,50912.44562499999,50934.631250000006,50938.308125,50941.80437500001,50945.035,50955.401874999996,50961.794375,50967.115,50971.31,50976.53875,51084.5
38,606578332,16.47,16.476875,16.481875000000002,16.489375,16.49625,16.505,16.515,16.528125,16.534375,16.5425,16.549375,16.556874999999998,16.56625,16.573125,16.5775,0,0,16.610625000000002,16.61625,16.62125,16.62625,16.6325,16.637500000000003,16.644375,16.67875,16.684375,16.6875,16.693125000000002,16.7,16.706875,16.715,16.721249999999998,16.72875,16.73875,16.74625,16.7525,16.821875000000002,16.8275,16.8325,16.838124999999998,16.843125,16.845625000000002,16.85,16.8525,16.855,16.859375,16.863125,16.8675,16.87125,16.87875,16.88375,16.889375,16.894375,16.903125,16.90875,16.915,16.919999999999998,16.92625,17.019375
39,606579119,165288.32,165330.0175,165361.9425,165398.0575,165442.7425,165487.78,165536.39,165576.6,165615.05,165653.8725,165689.2225,165726.015,165764.3775,165793.52000000002,165826.5875,0,0,165990.84500000003,166023.9475,166056.555,166087.365,166118.1325,166170.6575,166228.36,166466.3675,166513.52000000002,166563.22249999997,166600.6775,166644.77750000003,166695.3275,166737.805,166786.34,166835.89750000002,166928.63,166976.6775,167024.9975,167616.6275,167661.7175,167708.0625,167755.27250000002,167802.41499999998,167852.22999999998,167899.51750000002,167945.7525,167973.1725,168019.2925,168073.1175,168122.4225,168174.5825,168225.33000000002,168267.655,168310.7375,168352.41749999998,168437.435,168485.4425,168536.4275,168577.2575,168619.56,169342.2575
40,606580955,1753.1737500000002,1753.1737500000002,1753.1737500000002,1753.1737500000002,1753.1737500000002,1753.1737500000002,1753.1737500000002,1753.1737500000002,1753.1737500000002,1753.1737500000002,1753.1737500000002,1753.1737500000002,1753.1737500000002,1753.1737500000002,1753.1737500000002,0,0,1753.1774999999998,1753.1774999999998,1753.1774999999998,1753.1774999999998,1753.1774999999998,1753.1774999999998,1753.1774999999998,1753.1774999999998,1753.1774999999998,1753.1774999999998,1753.1774999999998,1753.1774999999998,1753.1774999999998,1753.1774999999998,1753.1774999999998,1753.1774999999998,1753.1774999999998,1753.1774999999998,1753.1774999999998,1753.1812499999999,1753.1812499999999,1753.1812499999999,1753.1812499999999,1753.1812499999999,1753.1812499999999,1753.1812499999999,1753.1812499999999,1753.1812499999999,1753.1812499999999,1753.1812499999999,1753.1812499999999,1753.1812499999999,1753.1812499999999,1753.1812499999999,1753.1812499999999,1753.1812499999999,1753.1812499999999,1753.1812499999999,1753.1812499999999,1753.1812499999999,1753.1812499999999,1753.1812499999999
41,606581732,338056.71,338105.78,338147.35,338225.99,338302.61,338367.15,338439.67,338510.69,338597.57,338665.19,338744.65,338836.7,338903.15,338981.20999999996,339044.68,0,0,339424.58999999997,339491.61,339552.13,339609.69,339655.75,339738.01999999996,339818.77,340179.15,340234.89,340302.66000000003,340362.82,340418.03,340477.62,340525.71,340587.4,340660.04000000004,340790.51,340859.07,340941.65,341741.96,341800.19,341874.3,341945.68,342022.44,342060.35,342100.18,342161.06,342190.51,342238.82,342280.88,342330.57,342378.11,342424.86,342487.29000000004,342543.72000000003,342618.87,342732.14,342799.84,342860.9,342920.66000000003,342978.45999999996,343806.48
42,606582519,152607.29499999998,152647.74,152655.915,152687.92500000002,152718.69,152735.16,152767.845,152801.47999999998,152828.105,152843.45,152870.78999999998,152909.13,152926.58500000002,152957.235,153000.095,0,0,153177.84999999998,153190.065,153221.52,153257.265,153271.31,153313.06,153338.20500000002,153530.73,153556.28999999998,153578.2,153594.315,153616.83000000002,153653.65,153676.33000000002,153719.805,153749.84999999998,153789.645,153816.445,153842.005,154134.44499999998,154159.32,154194.45500000002,154216.64,154249.59,154263.55,154278.45,154288.13,154293.14,154310.855,154336.58500000002,154356.12,154384.015,154401.095,154424.97,154446.42,154490.135,154527.055,154542.84,154549.58000000002,154572.58500000002,154627.175,155251.16
43,606583306,67163.0525,67193.62625,67219.5825,67244.845,67272.345,67294.7525,67314.97875,67353.28625,67379.03125,67410.07500000001,67442.0,67474.67,67501.39375,67532.6475,67562.49124999999,0,0,67716.22875000001,67742.46625,67766.08125,67793.0925,67814.56125,67833.01875,67855.64125,67974.64749999999,67997.27375,68023.8225,68046.06375,68069.785,68091.695,68115.09875,68149.64625,68179.24875,68219.01999999999,68240.38,68272.89624999999,68564.495,68585.61875,68614.68625,68642.11125,68662.35250000001,68682.785,68701.20125,68721.5375,68739.35125,68765.695,68786.2325,68817.4425,68849.21625,68879.15125,68903.2325,68933.2575,68963.5125,69010.48125000001,69033.95875,69056.175,69081.77875,69112.90625,69512.4675
44,606584183,388818.19875000004,388961.01125,389087.0675,389219.885,389345.50250000006,389437.4,389542.57125000004,389678.76875,389833.96,390007.38375,390146.49624999997,390295.1525,390423.17125,390586.38249999995,390725.97125,0,0,391361.98750000005,391492.50499999995,391602.5525,391718.43125,391836.3775,391992.4875,392151.305,392881.805,392994.85124999995,393085.90750000003,393199.72875,393322.09375,393446.91875,393583.05,393716.95875,393860.0225,394083.27625000005,394242.83749999997,394403.50875000004,395915.26,396049.62500000006,396206.28125000006,396346.51,396500.83,396608.385,396693.13125000003,396821.7075,396877.53375,396985.05375,397089.77625,397214.05375,397320.3075,397397.15125,397517.8925,397644.5625,397779.12125,397985.71125000005,398103.42625,398184.12750000006,398301.10625,398438.36874999997,400315.85625
45,606585860,38.25,38.256875,38.261874999999996,38.266875,38.271874999999994,38.275,38.27875,38.284375,38.290625,38.299375,38.305625,38.3125,38.31875,38.32625,38.331875,0,0,38.363125,38.366875,38.369375,38.3725,38.375,38.381875,38.3875,38.4125,38.416250000000005,38.417500000000004,38.42,38.421875,38.424375,38.426875,38.429375,38.434375,38.4425,38.4475,38.453125,38.529375,38.536874999999995,38.545,38.551249999999996,38.559375,38.565625,38.570625,38.575,38.575625,38.578125,38.579375,38.582499999999996,38.584375,38.586875,38.59,38.595,38.599999999999994,38.608125,38.610625,38.616249999999994,38.618750000000006,38.623125,38.68875
46,606586647,73.16312500000001,73.189375,73.21062500000001,73.233125,73.25375,73.269375,73.286875,73.3125,73.33500000000001,73.36,73.38312499999999,73.406875,73.424375,73.44812499999999,73.47062500000001,0,0,73.566875,73.584375,73.599375,73.61562500000001,73.62812500000001,73.64812500000001,73.66624999999999,73.75937499999999,73.77624999999999,73.78625,73.7975,73.81,73.823125,73.83687499999999,73.85187499999999,73.87187499999999,73.9025,73.92,73.93875,74.14937499999999,74.165,74.188125,74.210625,74.233125,74.24937499999999,74.2625,74.279375,74.286875,74.30125,74.313125,74.33062500000001,74.34625,74.361875,74.378125,74.401875,74.425,74.453125,74.4675,74.48,74.49624999999999,74.51625,74.77875
47,606587424,30954.540625,30954.540625,30954.540625,30954.540625,30954.540625,30954.540625,30954.540625,30954.540625,30954.540625,30954.540625,30954.540625,30954.540625,30954.540625,30954.540625,30954.540625,0,0,30954.543124999997,30954.543124999997,30954.543124999997,30954.543124999997,30954.543124999997,30954.543124999997,30954.543124999997,30954.543124999997,30954.543124999997,30954.543124999997,30954.543124999997,30954.543124999997,30954.543124999997,30954.543124999997,30954.543124999997,30954.544374999998,30954.544374999998,30954.544374999998,30954.544374999998,30954.546875,30954.546875,30954.546875,30954.546875,30954.546875,30954.546875,30954.546875,30954.546875,30954.546875,30954.546875,30954.546875,30954.546875,30954.546875,30954.546875,30954.546875,30954.546875,30954.546875,30954.546875,30954.546875,30954.546875,30954.546875,30954.546875,30954.548125
48,606588201,6731.661875,6731.661875,6731.661875,6731.661875,6731.661875,6731.661875,6731.661875,6731.661875,6731.662499999999,6731.662499999999,6731.662499999999,6731.662499999999,6731.662499999999,6731.662499999999,6731.662499999999,0,0,6731.66375,6731.66375,6731.66375,6731.66375,6731.66375,6731.66375,6731.66375,6731.66375,6731.66375,6731.66375,6731.66375,6731.664375,6731.664375,6731.664375,6731.664375,6731.664375,6731.664375,6731.664375,6731.664375,6731.665625000001,6731.665625000001,6731.665625000001,6731.665625000001,6731.665625000001,6731.665625000001,6731.665625000001,6731.665625000001,6731.665625000001,6731.665625000001,6731.665625000001,6731.665625000001,6731.665625000001,6731.665625000001,6731.665625000001,6731.665625000001,6731.665625000001,6731.66625,6731.66625,6731.66625,6731.66625,6731.666875,6731.666875
49,606589098,74034.6725,74034.6725,74034.6725,74034.6725,74034.6725,74034.6725,74034.6725,74034.6725,74034.6725,74034.6725,74034.6725,74034.6725,74034.6725,74034.6725,74034.6725,0,0,74034.6725,74034.6725,74034.6725,74034.6725,74034.6725,74034.6725,74034.6725,74034.6725,74034.6725,74034.6725,74034.6725,74034.6725,74034.6725,74034.6725,74034.6725,74034.6725,74034.6725,74034.6725,74034.6725,74034.6725,74034.6725,74034.6725,74034.6725,74034.6725,74034.6725,74034.6725,74034.6725,74034.6725,74034.6725,74034.6725,74034.6725,74034.6725,74034.6725,74034.6725,74034.6725,74034.6725,74034.6725,74034.6725,74034.6725,74034.6725,74034.6725,74034.6725
50,606590824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,606591601,33.305,33.313125,33.32,33.328125,33.335625,33.34375,33.351875,33.36,33.366875,33.374375,33.38125,33.389375,33.396874999999994,33.405,33.411875,0,0,33.45125,33.45875,33.46625,33.474375,33.4825,33.490625,33.5,33.546875,33.555,33.56375,33.57,33.5775,33.585625,33.594375,33.6025,33.610625,33.6275,33.636250000000004,33.644999999999996,33.746875,33.755625,33.763125,33.770624999999995,33.77875,33.786249999999995,33.79375,33.800625,33.804375,33.81125,33.818124999999995,33.825625,33.832499999999996,33.84,33.846875,33.85375,33.860625,33.874375,33.881875,33.889375,33.895625,33.9025,34.003125
52,606592498,11.098125,11.105,11.11125,11.11875,11.126875,11.134374999999999,11.141874999999999,11.149375,11.155625,11.161875,11.170000000000002,11.176874999999999,11.183125,11.190625,11.196875,0,0,11.208124999999999,11.215,11.221875,11.2275,11.234375,11.243125,11.25125,11.293125,11.3,11.307500000000001,11.314374999999998,11.321250000000001,11.32875,11.33625,11.345625000000002,11.354375000000001,11.369375,11.378125,11.3875,11.4875,11.495625,11.502500000000001,11.5075,11.51375,11.5175,11.52,11.52375,11.525625,11.529375,11.531875,11.536249999999999,11.540624999999999,11.544375,11.5475,11.55125,11.555,11.56125,11.564375,11.567499999999999,11.570625,11.575,11.631875
53,606593275,484320.18,484410.94000000006,484551.0800000001,484667.06,484862.14,485057.94,485262.51,485362.86,485463.89,485569.38,485689.19999999995,485930.48,486187.80000000005,486303.44,486465.45999999996,0,0,487440.37,487547.6,487719.72,487885.13,488049.98,488225.64,488427.26,489243.36,489430.78,489619.48,489761.02,489874.6599999999,489989.74,490111.4199999999,490281.1,490449.33999999997,490824.86,490974.9,491188.62,492969.88,493106.88,493242.46,493375.72000000003,493544.52,493744.26,493931.43999999994,494089.76,494189.12,494320.4,494436.66,494569.76,494768.58,494964.47,495074.4,495183.32999999996,495289.5,495520.74,495647.88,495853.4,495962.07999999996,496072.44,498027.86
54,606594052,62091.10124999999,62110.316249999996,62128.354999999996,62147.99375,62169.96000000001,62194.575,62218.545,62237.74,62254.93125,62271.872500000005,62290.4075,62313.50875,62337.31625,62354.65375,62373.64875,0,0,62487.055,62508.46,62529.485,62549.756250000006,62572.3525,62598.51875,62624.04375,62754.76875,62781.412500000006,62808.3825,62829.3175,62850.89,62874.34625,62898.4625,62926.3075,62951.88875,63004.8525,63031.33125,63062.612499999996,63367.32625,63392.72125,63415.307499999995,63435.65625,63458.865000000005,63480.676250000004,63497.80500000001,63517.84625,63527.20375,63544.37875,63559.295,63576.323749999996,63597.338749999995,63619.13374999999,63632.6325,63648.475,63666.2475,63695.393749999996,63711.479999999996,63729.78125,63743.2325,63758.9525,64004.84125
55,606597303,275764.25,275792.33999999997,275820.525,275849.03,275878.02,275922.495,275966.735,276010.655,276038.555,276065.86,276105.265,276147.555,276171.83,276202.075,276232.935,0,0,276376.955,276406.045,276437.095,276480.8,276548.065,276610.715,276668.55000000005,276884.03,276916.645,276946.16,276974.16,277005.77999999997,277035.255,277069.025,277101.11000000004,277132.67,277191.275,277222.305,277256.33999999997,277575.43,277603.58999999997,277631.935,277659.76,277687.395,277713.16500000004,277737.475,277763.35000000003,277781.45,277813.1,277837.46499999997,277875.25,277909.99,277931.485,277959.875,277988.33499999996,278014.53500000003,278067.22,278095.33999999997,278117.735,278142.225,278171.15,278557.6
56,INTMT_2818,74006.4875,77994.6575,81991.8775,86044.64,90481.83,94555.7325,98675.3425,102907.5475,106971.6075,111210.6575,115623.89,120127.83,124270.41,128494.2625,132599.905,145055.155,149912.11,153946.075,157670.16,161382.185,165229.83500000002,169174.785,173333.905,177941.01,201255.845,205544.625,209734.265,213520.125,217648.405,221676.98500000002,225903.52500000002,230208.525,234699.055,243339.09000000003,248045.86,253099.45,304159.05,308194.08999999997,312242.16000000003,316319.52999999997,320550.79,324334.20999999996,328010.17,331973.70999999996,334275.51,338181.32999999996,341839.20999999996,345698.58999999997,349532.49,353202.47,356887.09,360579.13,364424.07,371825.02,375597.27,379333.37,382890.93,386809.20999999996,443133.37000000005
