,NIC,2024-04-29,2024-04-30,2024-05-01,2024-05-02,2024-05-04,2024-05-05,2024-05-06,2024-05-07,2024-05-08,2024-05-09,2024-05-10,2024-05-11,2024-05-12,2024-05-13,2024-05-14,2024-05-15,2024-05-18,2024-05-19,2024-05-20,2024-05-21,2024-05-22,2024-05-23,2024-05-24,2024-05-25,2024-05-26,2024-05-27,2024-05-28,2024-05-29,2024-05-30,2024-05-31,2024-06-01,2024-06-02,2024-06-03,2024-06-04,2024-06-18,2024-06-19,2024-06-20,2024-06-21,2024-06-22,2024-06-23,2024-06-24,2024-06-25,2024-06-26,2024-06-27,2024-06-28
42,606582519,180734.98,180794.77500000002,180867.925,180920.615,181039.875,0,181145.115,181192.565,181256.08500000002,181309.57,181360.73,181423.095,181486.29,181543.005,181601.76,181663.51,181871.29499999998,181931.825,181982.405,182026.365,182091.3,182149.33,182214.58500000002,182286.5,182343.90499999997,182380.05,182439.07,182506.0,182563.29,182631.14,182708.65,182782.455,182842.74,182903.215,183723.075,183776.805,183838.555,183905.535,183979.865,184054.27000000002,184099.78499999997,184165.45,184235.215,184317.81,184381.77
43,606583306,84038.8,84071.5375,84105.07625,84135.96625,0,0,84264.30625,84301.09375,84332.42,84365.75125,84386.51375,84424.50875000001,84462.2225,84492.88375,84524.02875,84556.96125,84657.86374999999,84693.54875,84728.24875,84761.45875,84806.3125,84839.6425,84873.67375,84911.37375,84943.70875,84972.41125,85006.975,85040.88125,85068.935,85104.20375,85141.59625,85178.55625000001,85209.755,85240.7475,85737.67625,85769.6425,85803.19374999999,85837.4425,85874.3625,85910.78125,85940.52375,85974.76625,86010.1425,86042.67499999999,86076.23999999999
44,606584183,465115.0725,465243.23749999993,465394.98500000004,465510.3525,0,0,466057.89,466221.45,466380.5775000001,466548.73,466697.945,466805.83749999997,466968.325,467083.8925,467203.815,467358.635,467803.1025,467965.7225,468079.755,468242.52,468405.0575,468565.52999999997,468742.925,468918.0125,469061.7625,469174.17000000004,469339.68500000006,469450.53500000003,469571.3175,469721.3675,469878.77749999997,470037.04999999993,470149.8275,470248.75249999994,471940.84750000003,472026.58999999997,472141.695,472270.61500000005,472397.4025,472522.6375,472612.05749999994,472740.09,472869.475,473003.30749999994,473167.7175
45,606585860,41.670625,41.676874999999995,41.685,41.690625,0,0,41.7175,41.725,41.7325,41.738749999999996,41.743125,41.7475,41.754374999999996,41.759375,41.76625,41.7725,41.790625,41.7975,41.802499999999995,41.809375,41.817499999999995,41.824375,41.832499999999996,41.840625,41.84625,41.85125,41.85875,41.864374999999995,41.868125,41.875,41.8825,41.89,41.895625,41.903125,42.033125,42.04125,42.048125,42.058125000000004,42.068124999999995,42.0775,42.083749999999995,42.093125,42.103125,42.113125,42.124375
46,606586647,84.19812499999999,84.22187500000001,84.246875,84.265625,0,0,84.35437499999999,84.37937500000001,84.40312499999999,84.42875000000001,84.448125,84.471875,84.498125,84.516875,84.5375,84.56125,84.63625,84.661875,84.68187499999999,84.70687500000001,84.735,84.760625,84.78875,84.816875,84.83812499999999,84.85624999999999,84.88250000000001,84.90875,84.93,84.956875,84.9825,85.00874999999999,85.02812499999999,85.046875,85.359375,85.37625,85.391875,85.41499999999999,85.43875,85.46125,85.478125,85.500625,85.52437499999999,85.548125,85.576875
47,606587424,0,0,0,0,0,0,30954.576875,30954.576875,30954.576875,30954.576875,30954.576875,30954.576875,30954.576875,30954.5775,30954.579375,30954.579375,30954.579375,30954.579375,30954.579375,30954.579375,30954.579375,30954.579375,30954.579375,30954.579375,30954.579375,30954.58,30954.58,30954.58,30954.58,30954.58,30954.580625000002,30954.581250000003,30954.581250000003,30954.581250000003,30954.583124999997,30954.583124999997,30954.583749999998,30954.585,30954.585,30954.585,30954.585,30954.585,30954.585,30954.585,30954.585
48,606588201,0,0,0,0,0,0,6731.6831250000005,6731.6831250000005,6731.6831250000005,6731.6831250000005,6731.6831250000005,6731.6831250000005,6731.6831250000005,6731.68375,6731.684375,6731.684375,6731.684375,6731.684375,6731.684375,6731.684375,6731.684375,6731.684375,6731.684375,6731.684375,6731.684375,6731.685,6731.685,6731.685,6731.685,6731.685,6731.685625,6731.686250000001,6731.686250000001,6731.686250000001,6731.6875,6731.6875,6731.688125,6731.688125,6731.688125,6731.688125,6731.688125,6731.688125,6731.688125,6731.688125,6731.688125
49,606589098,0,0,0,0,0,0,91977.3,92005.945,92036.9075,92077.465,92120.70249999998,92152.67000000001,92182.1225,92200.6575,92200.6575,92200.6575,92200.6575,92200.6575,92200.6575,92200.6575,92200.6575,92200.6575,92200.6575,92200.6575,92200.6575,92200.6575,92200.6575,92200.6575,92200.6575,92200.6575,92200.6575,92200.6575,92200.6575,92200.6575,92200.6575,92200.6575,92200.6575,92200.6575,92200.6575,92200.6575,92200.6575,92200.6575,92200.6575,92200.6575,92200.6575
50,606590824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,606591601,0,0,0,0,0,0,37.406875,37.415,37.42375,37.431875,37.440625,37.449374999999996,37.46,37.469375,37.477500000000006,37.485625,37.511250000000004,37.520624999999995,37.53,37.53875,37.546875,37.555,37.563125,37.5725,37.581875,37.59125,37.599375,37.6075,37.615625,37.625,37.63312500000001,37.64375,37.653125,37.6625,37.79125,37.7975,37.806875000000005,37.815,37.824375,37.83375,37.84375,37.853750000000005,37.863125,37.87375,37.88375
52,606592498,0,0,0,0,0,0,13.724375,13.728125,13.73375,13.73875,13.743125000000001,13.748125,13.75625,13.763125,13.768125,13.771875,13.7875,13.79375,13.800625,13.805,13.809375000000001,13.814375,13.819375,13.825,13.830625000000001,13.836875000000001,13.841875000000002,13.845625,13.85125,13.855625,13.860625,13.8675,13.875625,13.881250000000001,13.963750000000001,13.96875,13.974375,13.979375000000001,13.985624999999999,13.993749999999999,14.00375,14.013125,14.0225,14.034374999999999,14.04625
53,606593275,0,0,0,0,0,0,578073.3,578212.46,578348.46,578481.14,578606.64,578749.8200000001,579070.94,579350.82,579525.5800000001,579650.46,580045.3,580312.5,580515.46,580655.48,580794.0,580933.7,581105.38,581250.62,581401.5,581678.54,581806.58,581928.22,582098.82,582218.78,582361.54,582537.0599999999,582793.5800000001,582961.74,585447.82,585594.5800000001,585763.3,585906.86,586099.34,586327.78,586513.42,586682.26,586851.4199999999,587017.4199999999,587196.7
54,606594052,0,0,0,0,0,0,72725.32125000001,72742.83374999999,72761.28625,72780.8425,72798.23125,72819.39,72846.05125,72871.3475,72889.87125,72907.01125000001,72964.725,72988.1625,73011.7525,73030.71125,73048.17375,73067.18875,73086.635,73107.42749999999,73128.78125,73153.0375,73171.16750000001,73188.195,73208.18625,73227.805,73248.985,73274.225,73299.5425,73321.88625,73630.2925,73646.8225,73669.22375,73690.3825,73710.65125,73737.95999999999,73767.2375,73795.85375000001,73824.59875,73857.3475,73889.36125
55,606597303,290739.82,290834.825,290937.03,291018.495,291218.105,0,291403.06,291491.92,291575.515,291668.405,291733.445,291820.825,291885.35,291965.37,292028.745,292118.82,292389.51,292482.775,292550.53,292636.925,292727.505,292807.34500000003,292890.365,292977.615,293040.775,293106.73,293179.78,293254.08999999997,293313.105,293376.685,293434.84,293469.73,293469.73,293469.73,294527.09,294589.94,294656.515,294727.88,294799.275,294867.83999999997,294934.275,295002.33499999996,295070.855,295137.425,295199.92000000004
56,INTMT_2818,487911.93,492207.63,496871.85000000003,501542.01,510918.30000000005,515888.33999999997,520243.98,524774.8200000001,529571.9400000001,534015.1799999999,538121.9400000001,542762.8200000001,547941.78,552860.7,557627.46,562108.5,575910.8999999999,580887,585632.58,590305.38,595142.1000000001,599748.3,604761.3,609805.14,614200.98,618734.9400000001,623202.8999999999,627769.86,631822.5,636272.7,640886.58,645922.26,651009.78,656108.58,0,0,0,0,0,0,0,0,757260.54,761669.7,766119.78
